Country Name,Country Code,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Cameroon,CMR,11.58111527,11.83340314,12.09861226,12.3764126,12.66668994,12.96987582,13.28667259,13.61756045,13.96306192,14.32372279,14.70002115,15.09249646,15.50183834,15.92880201,16.37408982,16.83801908,17.32106365,17.82426223,18.34881005,18.89556176,19.4646739,20.05592858,20.66923695,21.30434939,21.96081741,22.63852679,23.3367498,24.05363542,24.78681433,25.53438472,26.29584946,27.07101394,27.85872945,28.65778807,29.46748535,30.28747223,31.11836221,31.96173129,32.81980284,33.69447018,34.58645681,35.49625352,36.42527342,37.37508409,38.34697595,39.34147575,40.35899389,41.40047386,42.46688667,43.55876965,44.67657761,45.81982188,46.98687567,48.17544372,49.38372152
"Congo, Rep.",COG,3.045288433,3.126240117,3.21084041,3.298980966,3.390644217,3.485683748,3.584307467,3.687232796,3.795423133,3.909487555,4.029836018,4.156090776,4.287121523,4.421317716,4.557557833,4.695303075,4.834945827,4.977396779,5.124038067,5.275806735,5.433062958,5.595314788,5.761628111,5.930658858,6.101458272,6.273877013,6.448333821,6.625171303,6.804948755,6.988190337,7.174597365,7.364295754,7.558729136,7.759777452,7.968600293,8.187124451,8.414752562,8.64717716,8.87838653,9.104740849,9.323229868,9.536945827,9.755677892,9.992948755,10.25793851,10.55518302,10.8804246,11.22334114,11.56891947,11.90652416,12.23260615,12.55106296,12.86774231,13.1916896,13.52951684
Colombia,COL,15.3062758,15.77302028,16.25376115,16.74805949,17.25481749,17.77509148,18.30677693,18.84187562,19.36993961,19.88392429,20.38034069,20.86237314,21.33799459,21.81885714,22.31362686,22.82416584,23.34846688,23.88659036,24.43759351,25.00036503,25.57547995,26.16237765,26.75718432,27.35473817,27.95104642,28.54419108,29.1341379,29.72107526,30.30594142,30.88919603,31.47072555,32.04928616,32.62295629,33.1893096,33.74671474,34.2938621,34.83137359,35.3619279,35.88939072,36.41636683,36.9435863,37.46957458,37.99202073,38.50757729,39.01364218,39.50945831,39.9951753,40.47017575,40.9340027,41.38630104,41.82644975,42.25418477,42.6699982,43.07471203,43.46886345
Comoros,COM,103.0779151,104.7608812,106.5045674,108.3637829,110.3772166,112.5932294,115.0123589,117.5679742,120.1660398,122.7528211,125.2686728,127.779151,130.5077915,133.7565825,137.7264911,142.5222998,148.0365395,153.9940892,160.0026867,165.780763,171.2299839,176.440086,181.5437937,186.7533584,192.2240731,197.9811929,203.970446,210.1735626,216.5518538,223.0757657,229.7452982,236.5674369,243.5185384,250.5690489,257.6969371,264.9000537,272.1789361,279.516389,286.8936056,294.3019882,301.7329393,309.2036539,316.76518,324.4862977,332.4191295,340.5771091,348.9543256,357.5572273,366.3863514,375.4406233,384.7243418,394.2294465,403.9210102,413.751209,423.6829661
Cabo Verde,CPV,51.10620347,52.32406948,53.82456576,55.54689826,57.42605459,59.49503722,61.72034739,63.89032258,65.72828784,67.04640199,67.75508685,67.93746898,67.7942928,67.62009926,67.63647643,67.89702233,68.35707196,69.02034739,69.86476427,70.86823821,72.06650124,73.46674938,74.98114144,76.48908189,77.90967742,79.19627792,80.39007444,81.60322581,82.99578164,84.67890819,86.68138958,88.95111663,91.42009926,93.98585608,96.56476427,99.13349876,101.6885856,104.1895782,106.5945409,108.8677419,111.0066998,113.0014888,114.8076923,116.3734491,117.6734491,118.6761787,119.4238213,120.0555831,120.762531,121.682134,122.8682382,124.2853598,125.8704715,127.5200993,129.1568238
Costa Rica,CRI,27.06462985,28.05685468,29.07387387,30.10252644,31.13249119,32.16194673,33.19057971,34.21210341,35.21964356,36.20981199,37.1791226,38.13254994,39.08625147,40.06227967,41.07735997,42.13654524,43.23789659,44.38215825,45.56811594,46.79414414,48.06359185,49.37647865,50.72330591,52.0911085,53.47103408,54.85675676,56.25174305,57.66862515,59.12559734,60.63443008,62.19455542,63.79676851,65.43292205,67.0915002,68.76077164,70.44130435,72.12544066,73.78317665,75.37651782,76.87916177,78.27653741,79.57712495,80.80630631,82.00233059,83.1931649,84.38679984,85.57510772,86.75099882,87.90170388,89.01827262,90.09962789,91.15056796,92.17455934,93.17677242,94.16079123
Caribbean small states,CSS,10.55071146,10.7544664,10.95807806,11.15225296,11.33126482,11.49540514,11.64468132,11.78397233,11.92121047,12.0617169,12.20484931,12.35171196,12.50082757,12.64878211,12.7894009,12.93302218,13.07302316,13.21264879,13.3576678,13.51369643,13.66332963,13.83006052,13.99914289,14.15855008,14.29239718,14.40324565,14.4837446,14.54018031,14.63169816,14.72241077,14.82459676,14.93706064,15.0574682,15.18217364,15.30843522,15.45796715,15.59264419,15.72242312,15.83718908,15.94347536,16.04905768,16.13575645,16.22134124,16.30978881,16.40339879,16.50297888,16.60760035,16.71551933,16.824041,16.93113252,17.03519081,17.13500803,17.2304656,17.32211189,17.41130295
Cuba,CUB,67.87549348,69.37061453,70.93444134,72.50604283,74.04029795,75.51608939,76.9417784,78.33639665,79.73175978,81.14639665,82.58809125,84.03444134,85.43809125,86.73529795,87.88123836,88.86655493,89.70835196,90.42265363,91.03619181,91.57520484,92.03183426,92.41729981,92.80012104,93.26872439,93.88258845,94.67409683,95.61709497,96.63947858,97.63603352,98.52962756,99.29773743,99.96066108,100.5359032,101.0561918,101.5460708,102.0053259,102.4248696,102.8109218,103.1704469,103.5082588,103.8312104,105.1277376,105.4026034,105.6355606,105.7971815,105.9400451,106.0131811,106.0713923,106.1390643,106.2395058,106.3845359,106.5546036,106.7413033,106.8973029,106.9954814
Curacao,CUW,284.0653153,289.2207207,294.7297297,299.8828829,304.6531532,307.8423423,311.1261261,315.9864865,321.1283784,325.9887387,331.9572072,332.6801802,330.8828829,334.1238739,335.8761261,336.4842342,336.6193694,334.1013514,332.9977477,333.4256757,334.75,338.0653153,340.4481982,342.2072072,343.9436937,343.8333333,341.1171171,336.1576577,330.9391892,327.4774775,325.231982,324.1261261,324.9977477,325.7432432,326.8896396,329.518018,330.981982,325.3873874,314.027027,301.4864865,290.6463964,291.0022523,297.0653153,302.2342342,310.0405405,318.1058559,324.4504505,328.5585586,330.704955,334.9166667,339.7094595,342.5405405,346.4459459,351.1463964,355.9459459
Cayman Islands,CYM,33.44166667,33.925,34.28333333,34.57916667,34.87916667,35.175,35.49166667,35.96666667,36.79583333,38.1,39.92916667,42.2375,44.9375,47.89166667,50.99166667,54.25,57.66666667,61.09583333,64.3625,67.35,69.97916667,72.32083333,74.62916667,77.2625,80.47916667,84.39166667,88.92916667,93.9125,99.06666667,104.2041667,109.2125,114.175,119.3833333,125.2291667,131.9666667,139.7291667,148.3166667,157.2583333,165.875,173.6875,180.4875,186.425,191.8,197.0791667,202.5958333,208.45,214.5,220.5208333,226.1875,231.2875,235.75,239.675,243.2041667,246.55,249.8625
Cyprus,CYP,62.38041126,62.520671,62.54458874,62.62218615,62.87564935,63.34534632,63.99393939,64.77175325,65.59707792,66.40898268,67.19264069,67.96536797,68.73474026,69.51677489,70.31980519,71.16082251,72.02683983,72.86277056,73.59448052,74.17813853,74.58582251,74.86049784,75.11623377,75.51049784,76.15725108,77.09307359,78.28787879,79.70530303,81.28214286,82.96655844,84.75519481,86.65151515,88.61623377,90.60238095,92.5745671,94.50714286,96.39967532,98.27272727,100.1613636,102.0873377,104.0564935,106.0479437,108.0248918,109.937987,111.7517316,113.4516234,115.047619,116.5595238,118.0179654,119.4464286,120.8489177,122.2189394,123.5554113,124.8547619,126.1147186
Czech Republic,CZE,124.0669212,124.5588197,125.1544584,125.8936715,126.5608645,127.1002977,127.5126052,127.8160476,128.0779086,127.5795393,127.1750356,127.7032742,128.4103274,129.266973,130.1749709,131.0461887,131.8332471,132.5494759,133.1997023,133.3530866,133.3064708,133.490695,133.6075579,133.6898279,133.7791899,133.8453087,133.9111945,134.014184,134.089142,133.7304905,133.4098356,133.5463052,133.6851948,133.7334929,133.6515206,133.4960657,133.3522842,133.2259997,133.0899444,132.7172641,132.2195548,131.964747,131.9269833,131.9842221,132.1669169,132.5424595,133.3181618,134.4285178,135.1965825,135.6086225,135.8892802,136.0971773,136.1423281,136.2857309,136.6207303
Germany,DEU,210.1728067,212.0292842,214.0015267,215.7314954,217.5799702,219.4034056,220.4088334,221.3912124,223.153788,223.8973706,224.3085441,225.3843898,226.0953398,226.1834646,225.341718,224.3775957,223.8702317,223.675479,223.774382,224.2390399,224.5808352,224.3673302,223.7799158,223.0077192,222.509876,222.6117377,222.9539713,223.8267092,225.5643543,227.5170538,229.1808094,230.9300203,232.4597932,233.2741772,233.9674907,234.6524707,235.0229795,235.0787777,235.2577311,235.5968133,236.0273001,236.4515708,236.6164273,236.5921954,236.4646806,236.2251979,235.9433619,235.5221782,234.9396374,234.6069082,234.6731495,230.7506255,235.6479974,232.3477937,233.583362
Djibouti,DJI,3.817903365,4.063848145,4.340897325,4.64124245,4.959577222,5.300603969,5.668809318,6.059577222,6.466393443,6.888136324,7.30672994,7.731320104,8.219844694,8.850603969,9.671354616,10.7255824,11.97679034,13.29650561,14.50621225,15.48576359,16.16406385,16.59805867,16.95030198,17.45422778,18.26876618,19.45936152,20.94758412,22.57402934,24.10742019,25.38205349,26.34508197,27.05189819,27.57614323,28.03615186,28.51924072,29.04236411,29.57911993,30.12320966,30.65798102,31.17178602,31.66902502,32.15957722,32.64262295,33.11665229,33.58093184,34.03541846,34.4827006,34.9283434,35.3795082,35.84132873,36.31587575,36.80194133,37.29741156,37.79870578,38.30289042
Dominica,DMA,81.38,82.64533333,83.89333333,85.228,86.71733333,88.40666667,90.24266667,92.056,93.616,94.768,95.42133333,95.64933333,95.66,95.748,96.12133333,96.864,97.88133333,98.98533333,99.89733333,100.4173333,100.5013333,100.224,99.66666667,98.95333333,98.18666667,97.36666667,96.49066667,95.65733333,94.98933333,94.57066667,94.46533333,94.63733333,94.94,95.16266667,95.156,94.86133333,94.34133333,93.72666667,93.20266667,92.90533333,92.88,93.07466667,93.41066667,93.76666667,94.056,94.25333333,94.39333333,94.508,94.66,94.88933333,95.20266667,95.58,96.00666667,96.45466667,96.90666667
Denmark,DNK,108.8432145,109.6938164,110.561317,111.4484777,112.320321,113.225891,114.1221147,114.8190465,115.455747,116.3265754,117.137739,117.8096767,118.5239792,119.0771064,119.4208638,119.7214067,120.0948549,120.4684447,120.7362199,120.8831288,120.8487966,120.7600283,120.6771354,120.6139453,120.6628362,120.8243039,120.948903,121.0076905,121.080302,121.2771644,121.5923095,121.8800377,122.2867782,122.7004478,123.3413387,124.0413387,124.5578836,125.0110535,125.425383,125.8452981,126.2970304,126.7011784,127.046288,127.3750412,127.72642,128.1468772,128.7164271,129.4749234,130.1695734,130.7490691,131.2885223,131.7834551,132.334009,133.0067169,133.7733208
Dominican Republic,DOM,70.49459851,72.8740894,75.30273179,77.77239238,80.2763245,82.80995447,85.37059189,87.95583609,90.56407285,93.19358444,95.84259106,98.50858858,101.1886796,103.8797806,106.5797599,109.2865687,112.0005588,114.7251656,117.4654387,120.2249793,123.0047806,125.8033113,128.6187293,131.448096,134.2892591,137.1387417,139.9963369,142.8665977,145.7562086,148.6681705,151.6064156,154.5643833,157.5219992,160.4522351,163.3365066,166.1654387,168.9460679,171.6965025,174.4436258,177.2066018,179.9902111,182.7873758,185.5910389,188.3898386,191.1747724,193.9431498,196.6956954,199.4306912,202.146875,204.8423634,207.5153146,210.1621689,212.7774834,215.3547806,217.8888866
Algeria,DZA,4.788456759,4.908240194,5.032089985,5.162600872,5.301566502,5.44991015,5.606907975,5.770731902,5.938699018,6.108993005,6.281168809,6.456244174,6.635664682,6.821530898,7.015500432,7.217511567,7.427420289,7.646649508,7.876913937,8.119157843,8.373570163,8.63893666,8.912932562,9.192379101,9.47454718,9.758107938,10.04219142,10.32501155,10.60471378,10.87959391,11.14910822,11.41221166,11.66625114,11.9081071,12.13579148,12.34888737,12.54869003,12.73727611,12.91767825,13.09280526,13.26354682,13.43151939,13.60135279,13.77867651,13.96789196,14.17003031,14.38526917,14.61580987,14.86383484,15.13018172,15.4160958,15.71935938,16.03287303,16.34701269,16.65442869
East Asia & Pacific (excluding high income),EAP,56.23746856,56.96638677,58.40386638,59.81932089,61.29911141,63.0046672,64.65573474,66.36992506,68.19401636,70.07836001,72.00654841,73.82879322,75.5936887,77.26399218,78.78074209,80.17920962,81.47588809,82.7689705,84.07971356,85.36785219,86.69426908,88.16399314,89.64061149,91.05235533,92.51535284,94.08516265,95.75440518,97.44228817,99.08768197,100.6780745,102.1905585,103.6132516,104.9837107,106.3463816,107.6857244,109.0052049,110.3133175,111.5791412,112.7763369,114.0117971,115.0961405,116.13709,117.1381991,118.1079102,119.0598282,119.9705876,120.8400787,121.6988405,122.550021,123.4025,124.2704215,125.1590967,126.0607569,126.9739555,127.883448
Early-demographic dividend,EAR,30.18054199,30.90466921,31.65007296,32.41778617,33.2073884,34.01859662,34.85385993,35.71035636,36.590816,37.49582648,38.42636902,39.38120206,40.36086591,41.36080218,42.380348,43.41811881,44.47548278,45.56040052,46.68439164,47.85372637,49.06964495,50.32776328,51.62027173,52.93541152,54.26508404,55.60606731,56.95731621,58.31160087,59.66076384,61.05993552,62.39189744,63.71078052,65.22091671,66.55334027,67.88320154,69.22835393,70.58422247,72.00317765,73.35392547,74.69573955,76.01776361,77.315917,78.60718936,79.90070975,81.19285734,82.48849987,83.78862094,85.09401523,86.40200975,87.72299364,89.04573019,90.36051905,91.677626,92.99680019,94.31673679
East Asia & Pacific,EAS,42.8564225,43.43765416,44.48163954,45.51068917,46.58310928,47.79643173,48.97138373,50.16377255,51.50094954,52.83953874,54.21858884,55.52498106,56.76745007,58.00120133,59.11693761,60.11146911,61.05102373,61.98519555,62.935913,63.86720355,64.82717936,65.87871042,66.92750789,67.929844,68.9559353,70.05116223,71.20789949,72.37433054,73.51454358,74.61529349,75.66717421,76.65471991,77.60552475,78.55669619,79.50032452,80.43058419,81.34124361,82.22160456,83.04782961,83.88485612,84.64388244,85.36652576,86.05512689,86.71736987,87.36530695,87.9992142,88.60364004,89.21533805,89.81033388,90.4014215,90.99570029,91.60375446,92.21798054,92.83896961,93.45905881
Europe & Central Asia (excluding high income),ECA,12.34535132,12.53473117,12.72460852,12.91332107,13.09848734,13.25351602,13.41084002,13.56441574,13.71608821,13.86332638,14.01933407,14.18378645,14.34148029,14.49957525,14.65725279,14.82006461,14.97890902,15.13530105,15.29101019,15.45191991,15.61678759,15.77461036,15.93217593,16.10072448,16.26978855,16.43744528,16.60439188,16.76582229,16.92012351,17.03173435,17.11850237,17.18896077,17.24614892,17.27751424,17.29929879,17.31660421,17.33332675,17.34374758,17.33915835,17.35113318,17.34152688,17.32947555,17.33673586,17.35267057,17.37130633,17.39882951,17.42473544,17.47176455,17.55008008,17.64214139,17.74487219,17.85028759,17.96493383,18.07806924,18.18212124
Europe & Central Asia,ECS,24.68024592,24.9704353,25.26259601,25.55138021,25.83082088,26.07398662,26.3094885,26.53566079,26.75813746,26.95736152,27.16377824,27.3961445,27.617913,27.83222866,28.03957257,28.24222705,28.43561099,28.62985472,28.81979499,29.0150469,29.20971524,29.38385248,29.551642,29.72708157,29.9064708,30.09091099,30.27678528,30.46418043,30.65420891,30.81375159,30.93482114,31.05882577,31.17268001,31.24589076,31.304963,31.34934418,31.32029272,31.3568539,31.39180953,31.40315205,31.45953676,31.52216776,31.60510899,31.69924519,31.79596622,31.89914616,32.00927193,32.13839654,32.27062615,32.39638535,32.53276682,32.6175984,32.82945713,32.94332673,33.08750347
Ecuador,ECU,16.89372201,17.38510331,17.89385566,18.42027886,18.964456,19.52641237,20.10568198,20.7011559,21.31137841,21.93512498,22.57199465,23.2217418,23.88352839,24.55644054,25.23982445,25.93338752,26.6371731,27.35136902,28.0763329,28.81248736,29.55929056,30.31691591,31.0873212,31.87308915,32.6758308,33.49553894,34.3307759,35.17981144,36.04023985,36.90971319,37.78712614,38.67096518,39.55786736,40.44385204,41.32558879,42.20300535,43.07539012,48.97683604,49.92225399,50.84794653,51.75049525,52.63349976,53.50942181,54.39541392,55.30372041,56.2388871,57.19712917,58.17200837,59.15328555,60.13324207,61.11000161,62.08525125,63.05891448,64.03171203,65.00387744
"Egypt, Arab Rep.",EGY,27.93711487,28.69128635,29.45673715,30.23163594,31.01409614,31.80562961,32.60491737,33.4042644,34.19372846,34.96770204,35.72362951,36.46808378,37.21614044,37.98842534,38.80095434,39.6590336,40.56222613,41.5136933,42.51518409,43.56778542,44.66916269,45.81890602,47.02116731,48.28122558,49.59948365,50.98014667,52.41231604,53.86275353,55.2874951,56.65505349,57.9535165,59.19133859,60.38311618,61.55291275,62.71990256,63.88631172,65.05054598,66.22394495,67.41963635,68.64724999,69.91807223,71.23281933,72.57785524,73.9324607,75.2846602,76.62291928,77.96004521,79.33710583,80.81012909,82.41598674,84.17061028,86.0524406,88.0143744,89.9891205,91.92634889
Euro area,EMU,101.2238343,102.1685206,103.1328976,104.07994,105.0151738,105.8809712,106.62441,107.3245233,108.0381296,108.6281585,109.2266323,109.9595608,110.6591286,111.2955399,111.885353,112.4008354,112.864155,113.363344,113.8139269,114.2711288,114.7135222,115.0122303,115.2403601,115.4325296,115.654632,115.9495326,116.2769254,116.6777673,117.1952526,117.7543148,118.1897278,118.7155582,119.1714524,119.487585,119.76458,120.0472169,120.3116776,120.5566257,120.8823115,119.8743639,120.4424051,121.045816,121.6966737,122.3715205,123.0118349,123.6161293,124.2555362,124.888169,125.2976596,125.5287175,125.8365523,125.5325707,126.5031434,126.4515459,126.7532587
Eritrea,ERI,14.27026733,14.6170396,14.97694059,15.34947525,15.73452475,16.1320099,16.54278218,16.96877228,17.41255446,17.8760396,18.36034653,18.86540594,19.39053465,19.93447525,20.49648515,21.07521782,21.67134653,22.28840594,22.93122772,23.60255446,24.2939505,25.0000495,25.7289703,26.49224752,27.2920099,28.14991089,29.04822772,29.90374257,30.60478218,31.0800297,31.29350495,31.29323762,31.19614851,31.1670396,31.32767327,31.70889109,32.28328713,33.04185149,33.9569901,35.00154455,36.18817822,37.51021782,38.89512871,40.24710891,41.49775248,42.61821782,43.62672277,44.56077228,45.48068317,46.43231683,47.42146535,,,,
Spain,ESP,61.50556245,62.07404458,62.62085518,63.24621834,63.93671616,64.59480972,65.39466765,66.25542038,66.91154908,67.65883189,68.41345792,69.03578575,69.66479451,70.34384792,71.11407442,71.94074304,72.80708252,73.81439753,74.4707591,74.95752498,75.56271974,75.96765507,76.33187634,76.64299015,76.92378864,77.15765057,77.34827006,77.51851874,77.66993633,77.78799255,77.96541927,78.22309987,78.46668268,78.67805342,78.86235984,79.04490229,79.25359002,79.53129105,79.94207112,80.68780762,81.75399382,83.02251924,84.50881393,85.98480508,87.4654972,88.97614934,90.61490052,92.12932237,92.97506517,93.15193096,93.50783588,93.50683713,93.2009456,92.92273645,92.79756302
Estonia,EST,28.90014154,29.29046945,29.6970276,30.12705827,30.53941967,30.87041755,31.11455532,31.4039632,31.73505544,32.08483133,32.48301486,32.85015334,33.16704411,33.45527247,33.71908469,33.96027365,34.21115829,34.44652041,34.63866478,34.84828969,35.09473933,35.34828969,35.59200283,35.82488795,36.06466148,36.33380514,36.61762208,36.84595423,36.99294645,37.01755131,36.83213022,36.1663364,35.24718094,34.50139184,33.89087049,33.39452701,33.01568766,32.70007077,32.56947393,32.95553197,32.7462845,32.53951404,32.33592828,32.14319415,31.95977825,31.77188016,31.62727058,31.5425808,31.48183534,31.41012031,31.31490918,31.20301958,31.09216796,31.01073366,30.95064874
Ethiopia,ETH,20.59139964,21.09112716,21.61523887,22.15891462,22.71893824,23.28898819,23.86991008,24.47362307,25.11682289,25.80835513,26.56327884,27.37057856,28.18231426,28.9330554,29.58087103,30.10402997,30.53056585,30.92954678,31.3982089,32.00724251,32.78230609,33.70528338,34.74966031,35.87057493,37.03541962,38.23534151,39.48248774,40.78901453,42.17402725,43.64858674,45.21797184,46.86900636,53.477944,55.366517,57.237226,59.076414,60.893264,62.707547,64.550161,66.443603,68.393128,70.39117,72.43229,74.506974,76.608431,78.735675,80.891968,83.079608,85.302099,87.561814,89.858696,92.191211,94.558374,96.958732,99.39075
European Union,EUU,98.07831646,98.94880256,99.83260247,100.7071177,101.5424966,102.3206514,103.0649487,103.7573201,104.4257223,104.9796729,105.527527,106.1885763,106.8147923,107.401684,107.9702981,108.4863528,108.9485446,109.4141087,109.8403367,110.2800013,110.6940161,110.9945817,111.2505952,111.4949733,111.7650734,112.0741204,112.3925304,112.7517472,113.1617646,113.5496031,113.7733911,114.1047015,114.480253,114.7359601,114.9566119,115.1095846,115.3086046,115.4631443,115.7027836,115.0107449,115.3099615,115.6609123,116.0877521,116.552063,117.0243112,117.4844743,117.9202859,118.3810853,118.7110725,118.9333346,119.2000508,119.1803444,119.8781443,119.9474795,120.2597983
Fragile and conflict affected situations,FCS,8.1912638,8.383442115,8.583813762,8.794127904,9.015608616,9.249137562,9.494459753,9.750011738,10.01373695,10.28425867,10.56012487,10.84230175,11.13392821,11.4402079,11.76360358,12.10607498,12.46532494,12.83410668,13.20238092,13.56304397,13.91426758,14.25906199,14.60218932,14.95047495,15.30964712,15.67936063,16.05979075,16.45729179,16.87934818,17.4643332,17.95470634,18.47701656,19.01915365,19.56539602,20.10481878,20.63288663,21.15378748,21.66239009,22.17867751,22.7268007,23.30371259,23.9020935,24.51942325,25.15058164,25.79193349,26.44435072,27.10869885,27.78429216,28.47324764,29.16332439,29.85840003,30.56112529,31.27575898,32.00848017,32.76510283
Finland,FIN,14.64593388,14.74586493,14.85048426,14.93333005,14.98319708,15.0394596,15.12112676,15.18916905,15.1803572,15.12297515,15.14207295,15.23246659,15.31921928,15.39963229,15.4681375,15.51483634,15.55829804,15.60303359,15.64296267,15.69170032,15.75877081,15.84731278,15.9420434,16.02745658,16.09444171,16.14680062,16.19266227,16.23980104,16.29853574,16.37096096,16.46061919,16.55337339,16.63366164,16.70551561,16.76939492,16.82449522,16.87460192,16.91945894,16.95877737,16.99402147,17.03275879,17.07409304,17.11485604,17.16462129,17.22346761,17.31698399,17.39195633,17.48403751,17.56785456,17.64841066,17.73099477,17.81556155,17.89783145,17.97200303,18.03946494
Fiji,FJI,22.28527641,23.07476738,23.87564313,24.65528188,25.39047619,26.07164751,26.70558292,27.30634921,27.89594964,28.49091407,29.09693487,29.71050903,30.32889984,30.94614122,31.55949644,32.15779967,32.74537493,33.35238095,34.01975917,34.77044335,35.62983032,36.57339901,37.51444992,38.33420909,38.95254516,39.32939245,39.50328407,39.56858238,39.6619595,39.88100712,40.25555556,40.75172414,41.32588944,41.90837438,42.44652436,42.93809524,43.39677066,43.80481664,44.14307608,44.40191571,44.56568144,44.64646962,44.69764641,44.79228243,44.9819376,45.28680898,45.68850575,46.15249042,46.6258347,47.06907499,47.4727422,47.84663383,48.19304871,48.51943076,48.83114395
France,FRA,86.64663438,87.87917621,89.12839731,90.30765789,91.35661089,92.24224477,92.98505751,93.64360461,94.30508834,95.02981376,95.84309654,96.71752446,97.59784939,98.40350935,99.07951553,99.60715786,100.0143581,100.3495012,100.6830117,101.0668705,101.5143818,102.0127747,102.5561923,103.1305249,103.7239091,104.3393691,104.9783789,105.6246845,106.2569663,106.8598269,106.9447555,107.4778492,107.944551,108.3471107,108.7392205,109.1249238,109.5116296,109.9160485,110.4829646,111.2422941,112.0548591,112.8727258,113.6755825,114.5156876,115.3842822,116.1915421,116.912661,117.5676505,118.1740787,118.7593474,119.3351121,119.9131969,120.4844372,121.4411285,122.0117449
Faroe Islands,FRO,24.8782235,25.18123209,25.46561605,25.74928367,26.04799427,26.36389685,26.68911175,27.01862464,27.33810888,27.64111748,27.9247851,28.19484241,28.46060172,28.73638968,29.03223496,29.35100287,29.68982808,30.04727794,30.42120344,30.80945559,31.20272206,31.59383954,31.99212034,32.40616046,32.83667622,33.31017192,33.80659026,34.23280802,34.45916905,34.40616046,34.02148997,33.36246418,32.59383954,31.94842407,31.58954155,31.57664756,31.85315186,32.3252149,32.84527221,33.3030086,33.67621777,33.99140401,34.24928367,34.45773639,34.62535817,34.74570201,34.81303725,34.83452722,34.8230659,34.79011461,34.73638968,34.66547278,34.59312321,34.54226361,34.5265043
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.1428571,144.8742857,148.4814286,151.51,153.6514286,154.7742857,155.0085714,154.6228571,154.0114286,153.4714286,153.1,152.8328571,152.5942857,152.25,151.7114286,150.9714286,150.1142857,149.2457143,148.5157143,148.0271429,147.8228571,147.88,148.1685714,148.6342857,149.2285714
Gabon,GAB,1.956665502,1.978522917,2.003609268,2.032805526,2.066643381,2.105646757,2.149373229,2.196134591,2.243621687,2.290212287,2.335289324,2.379512555,2.42412776,2.470997788,2.521515892,2.576062405,2.634322971,2.69621609,2.761454574,2.829840494,2.901358327,2.976159429,3.054360228,3.136135367,3.221527535,3.310587185,3.403100865,3.498556293,3.596258781,3.695692164,3.796530446,3.898777506,4.002631273,4.108452672,4.216435751,4.326770676,4.439158614,4.552776808,4.666480382,4.779555245,4.891663756,5.003267746,5.11543059,5.229650328,5.347060193,5.467924089,5.592044087,5.719490045,5.850227035,5.98415027,6.121387822,6.261842667,6.404901618,6.549745799,6.695742617
United Kingdom,GBR,218.2449469,220.104989,221.7583599,223.2050593,224.6436986,225.8855867,227.1053611,228.2135328,229.1644277,230.0799818,231.0429587,231.8276568,232.2759765,232.4224941,232.4052412,232.3480676,232.2716984,232.2841483,232.4926673,232.7707023,232.8517712,232.7683255,232.8477163,233.2165172,233.746406,234.288414,234.7871285,235.3090853,235.9224197,236.6287191,237.3616211,238.0043897,238.5756789,239.1838342,239.8174265,240.4288431,241.0488736,241.7523292,242.5596908,243.4279089,244.366854,245.4035423,246.5489067,247.9556277,249.6639772,251.5058901,253.4719258,255.4747034,257.4144174,259.4401893,261.4761212,263.3005415,265.0693424,267.0737817,269.2441285
Georgia,GEO,64.79582911,65.78781623,66.76405752,67.71230624,68.6098184,69.3988593,70.08292802,70.7215088,71.38633262,69.4181042,70.14591133,73.57325309,74.22408062,74.87140908,75.42601211,75.97186746,76.49147976,76.93936107,77.50796039,78.16403653,78.80786592,79.47793835,80.17950243,80.86707023,81.57913153,82.30693866,82.98925785,83.81503901,84.0354806,84.01273662,84.60582946,85.26365513,85.92148081,85.0554603,82.82305189,80.76034851,79.28199027,78.50694566,77.898107,77.29976556,76.74166346,76.22729977,75.2475594,74.26781903,73.30557402,72.36082438,71.41607474,70.50631583,69.59655691,68.686798,67.79453445,66.91976626,66.06249344,65.20522062,64.36544316
Ghana,GHA,30.17730948,31.13941725,32.09735431,33.01962732,33.88655621,34.67958161,35.41110134,36.13000352,36.90492221,37.78226685,38.79437901,39.92078316,41.09216402,42.20919399,43.20738771,44.05146787,44.78284697,45.50624066,46.36885822,47.47308166,48.86001582,50.48831854,52.27709414,54.10550233,55.88572559,57.58976444,59.24400545,60.87983212,62.54941109,64.28874044,66.1102927,67.99475697,69.90965984,71.80866661,73.6617342,75.45580557,77.21096511,78.97075679,80.79645777,82.73267997,84.79302101,86.96572471,89.23879757,91.59045882,94.0033137,96.47486596,99.00694823,101.5905731,104.2153643,106.8723477,109.5565747,112.2640635,114.9882746,117.7225894,120.461866
